"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-02-25","2021","02","25","","3.3","","-4.1","","-0.4","","18.4","","0.0","","","","","","0.0","","8","","27","","66",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-02-26","2021","02","26","","0.1","","-13.5","","-6.7","","24.7","","0.0","","","","","","1.8","","7","","1","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-02-27","2021","02","27","","-6.0","","-15.9","","-10.9","","28.9","","0.0","","","","","","0.0","","9","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-02-28","2021","02","28","","6.0","","-7.9","","-0.9","","18.9","","0.0","","","","","","0.0","","7","","27","","51",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-01","2021","03","01","","9.2","","0.4","","4.8","","13.2","","0.0","","","","","","0.0","","6","","27","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-02","2021","03","02","","6.2","","-6.3","","-0.1","","18.1","","0.0","","","","","","0.0","","2","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-03","2021","03","03","","9.0","","-4.9","","2.0","","16.0","","0.0","","","","","","0.0","","0","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-04","2021","03","04","","11.0","","-7.4","","1.8","","16.2","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-05","2021","03","05","","12.8","","-3.5","","4.6","","13.4","","0.0","","","","","","0.0","","0","","17","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-06","2021","03","06","","5.8","","-3.8","","1.0","","17.0","","0.0","","","","","","0.0","","0","","35","","51",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-07","2021","03","07","","7.9","","-6.6","","0.6","","17.4","","0.0","","","","","","0.0","","","","28","","36",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-08","2021","03","08","","5.2","","-4.9","","0.2","","17.8","","0.0","","","","","","0.0","","0","","29","","34",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-09","2021","03","09","","6.0","","-6.2","","-0.1","","18.1","","0.0","","","","","","0.0","","1","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-10","2021","03","10","","-1.1","","-11.3","","-6.2","","24.2","","0.0","","","","","","0.0","","","","36","","59",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-11","2021","03","11","","4.9","","-13.3","","-4.2","","22.2","","0.0","","","","","","0.0","","0","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-12","2021","03","12","","13.9","","-3.1","","5.4","","12.6","","0.0","","","","","","0.0","","0","","26","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-13","2021","03","13","","14.2","","-3.3","","5.5","","12.5","","0.0","","","","","","0.0","","","","16","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-14","2021","03","14","","18.6","","-2.0","","8.3","","9.7","","0.0","","","","","","0.0","","0","","20","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-15","2021","03","15","","7.0","","-3.3","","1.9","","16.1","","0.0","","","","","","0.0","","0","","36","","63",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-16","2021","03","16","","8.8","","-6.6","","1.1","","16.9","","0.0","","","","","","0.0","","0","","2","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-17","2021","03","17","","12.7","","-7.8","","2.4","","15.6","","0.0","","","","","","0.0","","","","17","","35",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-18","2021","03","18","","16.2","","-5.0","","5.6","","12.4","","0.0","","","","","","0.0","","","","20","","35",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-19","2021","03","19","","15.1","","0.9","","8.0","","10.0","","0.0","","","","","","0.0","","0","","27","","55",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-20","2021","03","20","","10.9","","-2.1","","4.4","","13.6","","0.0","","","","","","0.0","","0","","28","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-21","2021","03","21","","7.9","","-3.6","","2.2","","15.8","","0.0","","","","","","0.0","","0","","36","","46",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-22","2021","03","22","","7.1","","-2.1","","2.5","","15.5","","0.0","","","","","","0.0","","0","","1","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-23","2021","03","23","","5.2","","-6.3","","-0.5","","18.5","","0.0","","","","","","0.0","","0","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-24","2021","03","24","","9.0","","-1.7","","3.7","","14.3","","0.0","","","","","","1.6","","","","29","","48",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-25","2021","03","25","","-1.7","","-5.9","","-3.8","","21.8","","0.0","","","","","","1.7","","9","","1","","40",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-26","2021","03","26","","2.3","","-4.8","","-1.2","","19.2","","0.0","","","","","","0.6","","8","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-27","2021","03","27","","13.1","","-2.8","","5.2","","12.8","","0.0","","","","","","0.0","","5","","27","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-28","2021","03","28","","14.6","","-2.4","","6.1","","11.9","","0.0","","","","","","0.3","","","","1","","69",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-29","2021","03","29","","-2.3","","-10.8","","-6.5","","24.5","","0.0","","","","","","0.0","","","","3","","82",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-30","2021","03","30","","4.6","","-10.9","","-3.1","","21.1","","0.0","","","","","","0.0","","0","","27","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-03-31","2021","03","31","","12.2","","-4.0","","4.1","","13.9","","0.0","","","","","","0.0","","","","28","","54",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-01","2021","04","01","","16.9","","-0.6","","8.2","","9.8","","0.0","","","","","","0.0","","","","28","","87",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-02","2021","04","02","","11.7","","-4.4","","3.7","","14.3","","0.0","","","","","","0.0","","","","17","","40",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-03","2021","04","03","","14.8","","-2.7","","6.1","","11.9","","0.0","","","","","","0.0","","","","19","","39",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-04","2021","04","04","","6.6","","-5.0","","0.8","","17.2","","0.0","","","","","","0.5","","","","1","","53",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-05","2021","04","05","","13.0","","-7.3","","2.9","","15.1","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-06","2021","04","06","","15.3","","-1.7","","6.8","","11.2","","0.0","","","","","","0.0","","","","27","","35",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-07","2021","04","07","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-08","2021","04","08","","6.6","","-2.1","","2.3","","15.7","","0.0","","","","","","0.0","","","","34","","56",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-09","2021","04","09","","11.3","","-5.2","","3.1","","14.9","","0.0","","","","","","0.0","","","","29","","54",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-10","2021","04","10","","7.9","","-5.8","","1.1","","16.9","","0.0","","","","","","0.0","","","","36","","65",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-11","2021","04","11","","5.5","","-5.2","","0.2","","17.8","","0.0","","","","","","0.0","","","","35","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-12","2021","04","12","","4.7","","-5.4","","-0.4","","18.4","","0.0","","","","","","0.0","","","","6","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-13","2021","04","13","","7.6","","-10.0","","-1.2","","19.2","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-14","2021","04","14","","12.5","","-6.6","","3.0","","15.0","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-15","2021","04","15","","14.4","","-4.8","","4.8","","13.2","","0.0","","","","","","0.0","","","","3","","34",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-16","2021","04","16","","18.2","","-4.9","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-17","2021","04","17","","20.5","","-2.4","","9.1","","8.9","","0.0","","","","","","0.0","","","","36","","37",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-18","2021","04","18","","11.2","","-5.4","","2.9","","15.1","","0.0","","","","","","7.0","","","","6","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-19","2021","04","19","","4.9","","-3.9","","0.5","","17.5","","0.0","","","","","","0.0","","2","","35","","40",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-20","2021","04","20","","11.1","","-6.8","","2.2","","15.8","","0.0","","","","","","0.0","","","","18","","38",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-21","2021","04","21","","18.7","","-1.2","","8.7","","9.3","","0.0","","","","","","0.0","","","","1","","64",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-22","2021","04","22","","8.8","","-4.8","","2.0","","16.0","","0.0","","","","","","0.7","","","","35","","69",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-23","2021","04","23","","1.8","","-5.0","","-1.6","","19.6","","0.0","","","","","","0.1","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-24","2021","04","24","","3.9","","-3.7","","0.1","","17.9","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-25","2021","04","25","","3.8","","-2.0","","0.9","","17.1","","0.0","","","","","","3.4","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-26","2021","04","26","","14.0","","-5.1","","4.5","","13.5","","0.0","","","","","","0.0","","","","28","","39",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-27","2021","04","27","","14.2","","-0.2","","7.0","","11.0","","0.0","","","","","","0.0","","","","2","","38",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-28","2021","04","28","","17.9","","-3.4","","7.2","","10.8","","0.0","","","","","","0.0","","","","29","","58",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-29","2021","04","29","","21.1","","0.5","","10.8","","7.2","","0.0","","","","","","0.0","","","","28","","49",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-04-30","2021","04","30","","21.5","","6.5","","14.0","","4.0","","0.0","","","","","","0.0","","","","27","","62",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-01","2021","05","01","","12.7","","1.3","","7.0","","11.0","","0.0","","","","","","0.0","","","","36","","55",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-02","2021","05","02","","11.0","","-0.4","","5.3","","12.7","","0.0","","","","","","0.0","","","","1","","52",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-03","2021","05","03","","13.2","","-2.4","","5.4","","12.6","","0.0","","","","","","0.1","","","","27","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-04","2021","05","04","","11.8","","1.4","","6.6","","11.4","","0.0","","","","","","1.8","","","","31","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-05","2021","05","05","","14.1","","0.1","","7.1","","10.9","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-06","2021","05","06","","19.7","","1.9","","10.8","","7.2","","0.0","","","","","","0.0","","","","16","","55",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-07","2021","05","07","","16.2","","5.5","","10.9","","7.1","","0.0","","","","","","0.0","","","","34","","62",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-08","2021","05","08","","5.6","","0.5","","3.0","","15.0","","0.0","","","","","","6.8","","","","33","","58",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-09","2021","05","09","","2.7","","0.5","","1.6","","16.4","","0.0","","","","","","4.2","","","","1","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-10","2021","05","10","","13.5","","-3.4","","5.0","","13.0","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-11","2021","05","11","","13.6","","2.9","","8.3","","9.7","","0.0","","","","","","0.0","","","","31","","42",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-12","2021","05","12","","18.0","","-1.7","","8.2","","9.8","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-13","2021","05","13","","16.6","","6.0","","11.3","","6.7","","0.0","","","","","","0.0","","","","4","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-14","2021","05","14","","19.7","","1.7","","10.7","","7.3","","0.0","","","","","","0.0","","","","34","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-15","2021","05","15","","22.2","","2.6","","12.4","","5.6","","0.0","","","","","","0.0","","","","20","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-16","2021","05","16","","24.9","","8.6","","16.7","","1.3","","0.0","","","","","","0.0","","","","18","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-17","2021","05","17","","27.1","","10.1","","18.6","","0.0","","0.6","","","","","","0.0","","","","12","","50",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-18","2021","05","18","","17.1","","5.8","","11.4","","6.6","","0.0","","","","","","0.0","","","","28","","75",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-19","2021","05","19","","7.7","","0.7","","4.2","","13.8","","0.0","","","","","","0.0","","","","4","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-20","2021","05","20","","2.9","","-1.8","","0.5","","17.5","","0.0","","","","","","0.6","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-21","2021","05","21","","11.0","","-0.3","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-22","2021","05","22","","13.6","","-2.0","","5.8","","12.2","","0.0","","","","","","0.0","","","","17","","39",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-23","2021","05","23","","10.7","","1.9","","6.3","","11.7","","0.0","","","","","","7.9","","","","18","","37",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-24","2021","05","24","","10.3","","1.3","","5.8","","12.2","","0.0","","","","","","9.3","","","","33","","56",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-25","2021","05","25","","12.0","","5.8","","8.9","","9.1","","0.0","","","","","","1.1","","","","32","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-26","2021","05","26","","18.7","","4.7","","11.7","","6.3","","0.0","","","","","","0.0","","","","17","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-27","2021","05","27","","22.7","","3.6","","13.1","","4.9","","0.0","","","","","","0.0","","","","19","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-28","2021","05","28","","17.7","","4.8","","11.2","","6.8","","0.0","","","","","","2.0","","","","26","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-29","2021","05","29","","18.7","","4.3","","11.5","","6.5","","0.0","","","","","","0.0","","","","29","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-30","2021","05","30","","22.4","","5.8","","14.1","","3.9","","0.0","","","","","","0.0","","","","18","","34",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-05-31","2021","05","31","","24.0","","8.0","","16.0","","2.0","","0.0","","","","","","0.0","","","","2","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-01","2021","06","01","","26.9","","11.1","","19.0","","0.0","","1.0","","","","","","0.0","","","","2","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-02","2021","06","02","","30.4","","10.4","","20.4","","0.0","","2.4","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-03","2021","06","03","","32.0","","11.1","","21.5","","0.0","","3.5","","","","","","0.0","","","","33","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-04","2021","06","04","","28.1","","13.0","","20.6","","0.0","","2.6","","","","","","0.5","","","","13","","49",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-05","2021","06","05","","16.6","","8.4","","12.5","","5.5","","0.0","","","","","","4.5","","","","3","","53",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2021-06-06","2021","06","06","","15.4","","5.7","","10.6","","7.4","","0.0","","","","","","2.1","","","","32","","48",""
